rep,phase,d,r,tick,acc
2,recover,0.02,4,1050,0.1133
2,recover,0.02,4,1100,0.1133
2,recover,0.02,4,1150,0.1133
2,recover,0.02,4,1200,0.1133
2,recover,0.02,4,1250,0.1133
2,recover,0.02,4,1300,0.1022
2,recover,0.02,4,1350,0.1022
2,recover,0.02,4,1400,0.1022
2,recover,0.02,4,1450,0.1022
2,recover,0.02,4,1499,0.1022
2,recovery_summary,0.02,4,800,0.0892|0.1022
2,starve,0.02,0,0,0.3812
2,starve,0.02,0,160,0.1214
2,starve,0.02,0,320,0.1058
2,starve,0.02,0,480,0.1058
2,starve,0.02,0,640,0.1058
2,starve,0.02,0,800,0.1058
2,starve,0.02,0,960,0.1058
2,starve,0.02,0,1120,0.1058
2,starve,0.02,0,1280,0.1058
2,starve,0.02,0,1440,0.1058
2,starve,0.02,0,1599,0.1042
2,recover,0.02,4,0,0.1042
2,recover,0.02,4,50,0.1042
2,recover,0.02,4,100,0.1042
2,recover,0.02,4,150,0.1042
2,recover,0.02,4,200,0.1042
2,recover,0.02,4,250,0.1042
2,recover,0.02,4,300,0.1042
2,recover,0.02,4,350,0.1042
2,recover,0.02,4,400,0.1042
2,recover,0.02,4,450,0.1042
2,recover,0.02,4,500,0.1042
2,recover,0.02,4,550,0.1042
2,recover,0.02,4,600,0.1042
2,recover,0.02,4,650,0.1042
2,recover,0.02,4,700,0.1042
2,recover,0.02,4,750,0.1042
2,recover,0.02,4,800,0.1042
2,recover,0.02,4,850,0.1042
2,recover,0.02,4,900,0.1042
2,recover,0.02,4,950,0.1133
2,recover,0.02,4,1000,0.1133
2,recover,0.02,4,1050,0.1133
2,recover,0.02,4,1100,0.1133
2,recover,0.02,4,1150,0.1133
2,recover,0.02,4,1200,0.1133
2,recover,0.02,4,1250,0.0986
2,recover,0.02,4,1300,0.1042
2,recover,0.02,4,1350,0.1042
2,recover,0.02,4,1400,0.1042
2,recover,0.02,4,1450,0.1042
2,recover,0.02,4,1499,0.1133
2,recovery_summary,0.02,4,1600,0.1010|0.1133
3,sweep,0.002,0,0,0.9561
3,sweep,0.002,0,50,0.9561
3,sweep,0.002,0,100,0.9554
3,sweep,0.002,0,150,0.9567
3,sweep,0.002,0,200,0.9551
3,sweep,0.002,0,250,0.9564
3,sweep,0.002,0,300,0.9583
3,sweep,0.002,0,350,0.9551
3,sweep,0.002,0,400,0.9528
3,sweep,0.002,0,450,0.9538
3,sweep,0.002,0,500,0.9548
3,sweep,0.002,0,550,0.9538
3,sweep,0.002,0,600,0.9538
3,sweep,0.002,0,650,0.9548
3,sweep,0.002,0,700,0.9531
3,sweep,0.002,0,750,0.9551
3,sweep,0.002,0,800,0.9535
3,sweep,0.002,0,850,0.9518
3,sweep,0.002,0,900,0.9502
3,sweep,0.002,0,950,0.9499
3,sweep,0.002,0,1000,0.9499
3,sweep,0.002,0,1050,0.9515
3,sweep,0.002,0,1100,0.9515
3,sweep,0.002,0,1150,0.9486
3,sweep,0.002,0,1200,0.9495
3,sweep,0.002,0,1250,0.9489
3,sweep,0.002,0,1300,0.9479
3,sweep,0.002,0,1350,0.9489
3,sweep,0.002,0,1400,0.9482
3,sweep,0.002,0,1450,0.9473
3,sweep,0.002,0,1499,0.9460
3,sweep,0.002,1,0,0.9557
3,sweep,0.002,1,50,0.9574
3,sweep,0.002,1,100,0.9574
3,sweep,0.002,1,150,0.9574
3,sweep,0.002,1,200,0.9567
3,sweep,0.002,1,250,0.9577
3,sweep,0.002,1,300,0.9590
3,sweep,0.002,1,350,0.9603
3,sweep,0.002,1,400,0.9600
3,sweep,0.002,1,450,0.9593
3,sweep,0.002,1,500,0.9606
3,sweep,0.002,1,550,0.9593
3,sweep,0.002,1,600,0.9577
3,sweep,0.002,1,650,0.9583
3,sweep,0.002,1,700,0.9577
3,sweep,0.002,1,750,0.9593
3,sweep,0.002,1,800,0.9587
3,sweep,0.002,1,850,0.9587
3,sweep,0.002,1,900,0.9564
3,sweep,0.002,1,950,0.9561
3,sweep,0.002,1,1000,0.9554
3,sweep,0.002,1,1050,0.9561
3,sweep,0.002,1,1100,0.9567
3,sweep,0.002,1,1150,0.9574
3,sweep,0.002,1,1200,0.9577
3,sweep,0.002,1,1250,0.9580
3,sweep,0.002,1,1300,0.9570
3,sweep,0.002,1,1350,0.9583
3,sweep,0.002,1,1400,0.9596
3,sweep,0.002,1,1450,0.9567
3,sweep,0.002,1,1499,0.9587
3,sweep,0.002,2,0,0.9554
3,sweep,0.002,2,50,0.9587
3,sweep,0.002,2,100,0.9580
3,sweep,0.002,2,150,0.9590
3,sweep,0.002,2,200,0.9587
3,sweep,0.002,2,250,0.9583
3,sweep,0.002,2,300,0.9596
3,sweep,0.002,2,350,0.9600
3,sweep,0.002,2,400,0.9587
3,sweep,0.002,2,450,0.9606
3,sweep,0.002,2,500,0.9600
3,sweep,0.002,2,550,0.9609
3,sweep,0.002,2,600,0.9600
3,sweep,0.002,2,650,0.9587
3,sweep,0.002,2,700,0.9593
3,sweep,0.002,2,750,0.9577
3,sweep,0.002,2,800,0.9596
3,sweep,0.002,2,850,0.9577
3,sweep,0.002,2,900,0.9590
3,sweep,0.002,2,950,0.9587
3,sweep,0.002,2,1000,0.9577
3,sweep,0.002,2,1050,0.9583
3,sweep,0.002,2,1100,0.9554
3,sweep,0.002,2,1150,0.9561
3,sweep,0.002,2,1200,0.9570
3,sweep,0.002,2,1250,0.9561
3,sweep,0.002,2,1300,0.9561
3,sweep,0.002,2,1350,0.9557
3,sweep,0.002,2,1400,0.9567
3,sweep,0.002,2,1450,0.9557
3,sweep,0.002,2,1499,0.9557
3,sweep,0.002,4,0,0.9557
3,sweep,0.002,4,50,0.9574
3,sweep,0.002,4,100,0.9619
3,sweep,0.002,4,150,0.9626
3,sweep,0.002,4,200,0.9616
3,sweep,0.002,4,250,0.9619
3,sweep,0.002,4,300,0.9603
3,sweep,0.002,4,350,0.9593
3,sweep,0.002,4,400,0.9596
3,sweep,0.002,4,450,0.9609
3,sweep,0.002,4,500,0.9590
3,sweep,0.002,4,550,0.9603
3,sweep,0.002,4,600,0.9609
3,sweep,0.002,4,650,0.9600
3,sweep,0.002,4,700,0.9593
3,sweep,0.002,4,750,0.9593
3,sweep,0.002,4,800,0.9580
3,sweep,0.002,4,850,0.9587
3,sweep,0.002,4,900,0.9590
3,sweep,0.002,4,950,0.9593
3,sweep,0.002,4,1000,0.9590
3,sweep,0.002,4,1050,0.9616
3,sweep,0.002,4,1100,0.9609
3,sweep,0.002,4,1150,0.9606
3,sweep,0.002,4,1200,0.9583
3,sweep,0.002,4,1250,0.9583
3,sweep,0.002,4,1300,0.9580
3,sweep,0.002,4,1350,0.9583
3,sweep,0.002,4,1400,0.9587
3,sweep,0.002,4,1450,0.9590
3,sweep,0.002,4,1499,0.9583
3,sweep,0.002,8,0,0.9557
3,sweep,0.002,8,50,0.9593
3,sweep,0.002,8,100,0.9600
3,sweep,0.002,8,150,0.9596
3,sweep,0.002,8,200,0.9600
3,sweep,0.002,8,250,0.9593
3,sweep,0.002,8,300,0.9593
3,sweep,0.002,8,350,0.9600
3,sweep,0.002,8,400,0.9616
3,sweep,0.002,8,450,0.9619
3,sweep,0.002,8,500,0.9609
3,sweep,0.002,8,550,0.9613
3,sweep,0.002,8,600,0.9619
3,sweep,0.002,8,650,0.9622
3,sweep,0.002,8,700,0.9606
3,sweep,0.002,8,750,0.9626
3,sweep,0.002,8,800,0.9606
3,sweep,0.002,8,850,0.9600
3,sweep,0.002,8,900,0.9600
3,sweep,0.002,8,950,0.9590
3,sweep,0.002,8,1000,0.9593
3,sweep,0.002,8,1050,0.9580
3,sweep,0.002,8,1100,0.9587
3,sweep,0.002,8,1150,0.9593
3,sweep,0.002,8,1200,0.9590
3,sweep,0.002,8,1250,0.9596
3,sweep,0.002,8,1300,0.9577
3,sweep,0.002,8,1350,0.9577
3,sweep,0.002,8,1400,0.9583
3,sweep,0.002,8,1450,0.9577
3,sweep,0.002,8,1499,0.9593
3,sweep,0.005,0,0,0.9554
3,sweep,0.005,0,50,0.9570
3,sweep,0.005,0,100,0.9541
3,sweep,0.005,0,150,0.9564
3,sweep,0.005,0,200,0.9528
3,sweep,0.005,0,250,0.9538
3,sweep,0.005,0,300,0.9544
3,sweep,0.005,0,350,0.9603
3,sweep,0.005,0,400,0.9548
3,sweep,0.005,0,450,0.9473
3,sweep,0.005,0,500,0.9486
3,sweep,0.005,0,550,0.9414
3,sweep,0.005,0,600,0.9421
3,sweep,0.005,0,650,0.9382
3,sweep,0.005,0,700,0.9408
3,sweep,0.005,0,750,0.9342
3,sweep,0.005,0,800,0.9375
3,sweep,0.005,0,850,0.9303
3,sweep,0.005,0,900,0.9264
3,sweep,0.005,0,950,0.9294
3,sweep,0.005,0,1000,0.9225
3,sweep,0.005,0,1050,0.9229
3,sweep,0.005,0,1100,0.9251
3,sweep,0.005,0,1150,0.9206
3,sweep,0.005,0,1200,0.8997
3,sweep,0.005,0,1250,0.8926
3,sweep,0.005,0,1300,0.8942
3,sweep,0.005,0,1350,0.8916
3,sweep,0.005,0,1400,0.8962
3,sweep,0.005,0,1450,0.8844
3,sweep,0.005,0,1499,0.8822
3,sweep,0.005,1,0,0.9554
3,sweep,0.005,1,50,0.9551
3,sweep,0.005,1,100,0.9554
3,sweep,0.005,1,150,0.9567
3,sweep,0.005,1,200,0.9577
3,sweep,0.005,1,250,0.9561
3,sweep,0.005,1,300,0.9583
3,sweep,0.005,1,350,0.9577
3,sweep,0.005,1,400,0.9583
3,sweep,0.005,1,450,0.9580
3,sweep,0.005,1,500,0.9580
3,sweep,0.005,1,550,0.9554
3,sweep,0.005,1,600,0.9551
3,sweep,0.005,1,650,0.9544
3,sweep,0.005,1,700,0.9525
3,sweep,0.005,1,750,0.9502
3,sweep,0.005,1,800,0.9486
3,sweep,0.005,1,850,0.9495
3,sweep,0.005,1,900,0.9505
3,sweep,0.005,1,950,0.9521
3,sweep,0.005,1,1000,0.9515
3,sweep,0.005,1,1050,0.9476
3,sweep,0.005,1,1100,0.9460
3,sweep,0.005,1,1150,0.9482
3,sweep,0.005,1,1200,0.9424
3,sweep,0.005,1,1250,0.9372
3,sweep,0.005,1,1300,0.9398
3,sweep,0.005,1,1350,0.9395
3,sweep,0.005,1,1400,0.9401
3,sweep,0.005,1,1450,0.9359
3,sweep,0.005,1,1499,0.9339
3,sweep,0.005,2,0,0.9557
3,sweep,0.005,2,50,0.9561
3,sweep,0.005,2,100,0.9580
3,sweep,0.005,2,150,0.9574
3,sweep,0.005,2,200,0.9603
3,sweep,0.005,2,250,0.9616
3,sweep,0.005,2,300,0.9613
3,sweep,0.005,2,350,0.9613
3,sweep,0.005,2,400,0.9606
3,sweep,0.005,2,450,0.9609
3,sweep,0.005,2,500,0.9593
3,sweep,0.005,2,550,0.9583
3,sweep,0.005,2,600,0.9561
3,sweep,0.005,2,650,0.9577
3,sweep,0.005,2,700,0.9541
3,sweep,0.005,2,750,0.9557
3,sweep,0.005,2,800,0.9554
3,sweep,0.005,2,850,0.9567
3,sweep,0.005,2,900,0.9541
3,sweep,0.005,2,950,0.9551
3,sweep,0.005,2,1000,0.9515
3,sweep,0.005,2,1050,0.9544
3,sweep,0.005,2,1100,0.9476
3,sweep,0.005,2,1150,0.9482
3,sweep,0.005,2,1200,0.9476
3,sweep,0.005,2,1250,0.9460
3,sweep,0.005,2,1300,0.9421
3,sweep,0.005,2,1350,0.9408
3,sweep,0.005,2,1400,0.9375
3,sweep,0.005,2,1450,0.9333
3,sweep,0.005,2,1499,0.9316
3,sweep,0.005,4,0,0.9561
3,sweep,0.005,4,50,0.9580
3,sweep,0.005,4,100,0.9590
3,sweep,0.005,4,150,0.9587
3,sweep,0.005,4,200,0.9583
3,sweep,0.005,4,250,0.9583
3,sweep,0.005,4,300,0.9606
3,sweep,0.005,4,350,0.9577
3,sweep,0.005,4,400,0.9554
3,sweep,0.005,4,450,0.9557
3,sweep,0.005,4,500,0.9535
3,sweep,0.005,4,550,0.9567
3,sweep,0.005,4,600,0.9577
3,sweep,0.005,4,650,0.9541
3,sweep,0.005,4,700,0.9548
3,sweep,0.005,4,750,0.9544
3,sweep,0.005,4,800,0.9557
3,sweep,0.005,4,850,0.9548
3,sweep,0.005,4,900,0.9544
3,sweep,0.005,4,950,0.9502
3,sweep,0.005,4,1000,0.9515
3,sweep,0.005,4,1050,0.9486
3,sweep,0.005,4,1100,0.9486
3,sweep,0.005,4,1150,0.9443
3,sweep,0.005,4,1200,0.9450
3,sweep,0.005,4,1250,0.9424
3,sweep,0.005,4,1300,0.9404
3,sweep,0.005,4,1350,0.9398
3,sweep,0.005,4,1400,0.9398
3,sweep,0.005,4,1450,0.9365
3,sweep,0.005,4,1499,0.9346
3,sweep,0.005,8,0,0.9554
3,sweep,0.005,8,50,0.9590
3,sweep,0.005,8,100,0.9609
3,sweep,0.005,8,150,0.9609
3,sweep,0.005,8,200,0.9603
3,sweep,0.005,8,250,0.9600
3,sweep,0.005,8,300,0.9600
3,sweep,0.005,8,350,0.9596
3,sweep,0.005,8,400,0.9567
3,sweep,0.005,8,450,0.9570
3,sweep,0.005,8,500,0.9557
3,sweep,0.005,8,550,0.9548
3,sweep,0.005,8,600,0.9528
3,sweep,0.005,8,650,0.9535
3,sweep,0.005,8,700,0.9518
3,sweep,0.005,8,750,0.9525
3,sweep,0.005,8,800,0.9518
3,sweep,0.005,8,850,0.9512
3,sweep,0.005,8,900,0.9492
3,sweep,0.005,8,950,0.9502
3,sweep,0.005,8,1000,0.9499
3,sweep,0.005,8,1050,0.9489
3,sweep,0.005,8,1100,0.9460
3,sweep,0.005,8,1150,0.9476
3,sweep,0.005,8,1200,0.9437
3,sweep,0.005,8,1250,0.9434
3,sweep,0.005,8,1300,0.9424
3,sweep,0.005,8,1350,0.9417
3,sweep,0.005,8,1400,0.9372
3,sweep,0.005,8,1450,0.9365
3,sweep,0.005,8,1499,0.9365
3,sweep,0.01,0,0,0.9567
3,sweep,0.01,0,50,0.9502
3,sweep,0.01,0,100,0.9450
3,sweep,0.01,0,150,0.9421
3,sweep,0.01,0,200,0.9352
3,sweep,0.01,0,250,0.9365
3,sweep,0.01,0,300,0.9349
3,sweep,0.01,0,350,0.9235
3,sweep,0.01,0,400,0.9095
3,sweep,0.01,0,450,0.9111
3,sweep,0.01,0,500,0.8929
3,sweep,0.01,0,550,0.9066
3,sweep,0.01,0,600,0.8757
3,sweep,0.01,0,650,0.8597
3,sweep,0.01,0,700,0.8675
3,sweep,0.01,0,750,0.8620
3,sweep,0.01,0,800,0.8285
3,sweep,0.01,0,850,0.8001
3,sweep,0.01,0,900,0.7897
3,sweep,0.01,0,950,0.8018
3,sweep,0.01,0,1000,0.8122
3,sweep,0.01,0,1050,0.7637
3,sweep,0.01,0,1100,0.7689
3,sweep,0.01,0,1150,0.7425
3,sweep,0.01,0,1200,0.7025
3,sweep,0.01,0,1250,0.6748
3,sweep,0.01,0,1300,0.6774
3,sweep,0.01,0,1350,0.5951
3,sweep,0.01,0,1400,0.5088
3,sweep,0.01,0,1450,0.5186
3,sweep,0.01,0,1499,0.5615
3,sweep,0.01,1,0,0.9554
3,sweep,0.01,1,50,0.9577
3,sweep,0.01,1,100,0.9577
3,sweep,0.01,1,150,0.9577
3,sweep,0.01,1,200,0.9551
3,sweep,0.01,1,250,0.9528
3,sweep,0.01,1,300,0.9541
3,sweep,0.01,1,350,0.9538
3,sweep,0.01,1,400,0.9525
3,sweep,0.01,1,450,0.9502
3,sweep,0.01,1,500,0.9479
3,sweep,0.01,1,550,0.9463
3,sweep,0.01,1,600,0.9450
3,sweep,0.01,1,650,0.9398
3,sweep,0.01,1,700,0.9359
3,sweep,0.01,1,750,0.9271
3,sweep,0.01,1,800,0.9258
3,sweep,0.01,1,850,0.9186
3,sweep,0.01,1,900,0.9043
3,sweep,0.01,1,950,0.8981
3,sweep,0.01,1,1000,0.9007
3,sweep,0.01,1,1050,0.8815
3,sweep,0.01,1,1100,0.8818
3,sweep,0.01,1,1150,0.8835
3,sweep,0.01,1,1200,0.8724
3,sweep,0.01,1,1250,0.8535
3,sweep,0.01,1,1300,0.8379
3,sweep,0.01,1,1350,0.8128
3,sweep,0.01,1,1400,0.7822
3,sweep,0.01,1,1450,0.8034
3,sweep,0.01,1,1499,0.7988
3,sweep,0.01,2,0,0.9557
3,sweep,0.01,2,50,0.9574
3,sweep,0.01,2,100,0.9567
3,sweep,0.01,2,150,0.9564
3,sweep,0.01,2,200,0.9531
3,sweep,0.01,2,250,0.9508
3,sweep,0.01,2,300,0.9518
3,sweep,0.01,2,350,0.9486
3,sweep,0.01,2,400,0.9482
3,sweep,0.01,2,450,0.9495
3,sweep,0.01,2,500,0.9473
3,sweep,0.01,2,550,0.9430
3,sweep,0.01,2,600,0.9401
3,sweep,0.01,2,650,0.9359
3,sweep,0.01,2,700,0.9303
3,sweep,0.01,2,750,0.9300
3,sweep,0.01,2,800,0.9294
3,sweep,0.01,2,850,0.9212
3,sweep,0.01,2,900,0.9150
3,sweep,0.01,2,950,0.9115
3,sweep,0.01,2,1000,0.9079
3,sweep,0.01,2,1050,0.8965
3,sweep,0.01,2,1100,0.8932
3,sweep,0.01,2,1150,0.8734
3,sweep,0.01,2,1200,0.8750
3,sweep,0.01,2,1250,0.8711
3,sweep,0.01,2,1300,0.8607
3,sweep,0.01,2,1350,0.8688
3,sweep,0.01,2,1400,0.8509
3,sweep,0.01,2,1450,0.8047
3,sweep,0.01,2,1499,0.8340
3,sweep,0.01,4,0,0.9561
3,sweep,0.01,4,50,0.9574
3,sweep,0.01,4,100,0.9567
3,sweep,0.01,4,150,0.9570
3,sweep,0.01,4,200,0.9564
3,sweep,0.01,4,250,0.9548
3,sweep,0.01,4,300,0.9541
3,sweep,0.01,4,350,0.9557
3,sweep,0.01,4,400,0.9535
3,sweep,0.01,4,450,0.9538
3,sweep,0.01,4,500,0.9505
3,sweep,0.01,4,550,0.9482
3,sweep,0.01,4,600,0.9476
3,sweep,0.01,4,650,0.9421
3,sweep,0.01,4,700,0.9385
3,sweep,0.01,4,750,0.9333
3,sweep,0.01,4,800,0.9320
3,sweep,0.01,4,850,0.9281
3,sweep,0.01,4,900,0.9206
3,sweep,0.01,4,950,0.9089
3,sweep,0.01,4,1000,0.9121
3,sweep,0.01,4,1050,0.9043
3,sweep,0.01,4,1100,0.9004
3,sweep,0.01,4,1150,0.8955
3,sweep,0.01,4,1200,0.8857
3,sweep,0.01,4,1250,0.8870
3,sweep,0.01,4,1300,0.8841
3,sweep,0.01,4,1350,0.8786
3,sweep,0.01,4,1400,0.8711
3,sweep,0.01,4,1450,0.8711
3,sweep,0.01,4,1499,0.8678
3,sweep,0.01,8,0,0.9554
3,sweep,0.01,8,50,0.9583
3,sweep,0.01,8,100,0.9606
3,sweep,0.01,8,150,0.9606
3,sweep,0.01,8,200,0.9603
3,sweep,0.01,8,250,0.9577
3,sweep,0.01,8,300,0.9554
3,sweep,0.01,8,350,0.9561
3,sweep,0.01,8,400,0.9531
3,sweep,0.01,8,450,0.9535
3,sweep,0.01,8,500,0.9482
3,sweep,0.01,8,550,0.9456
3,sweep,0.01,8,600,0.9443
3,sweep,0.01,8,650,0.9437
3,sweep,0.01,8,700,0.9388
3,sweep,0.01,8,750,0.9336
3,sweep,0.01,8,800,0.9355
3,sweep,0.01,8,850,0.9307
3,sweep,0.01,8,900,0.9229
3,sweep,0.01,8,950,0.9225
3,sweep,0.01,8,1000,0.9167
3,sweep,0.01,8,1050,0.9173
3,sweep,0.01,8,1100,0.9102
3,sweep,0.01,8,1150,0.9076
3,sweep,0.01,8,1200,0.9098
3,sweep,0.01,8,1250,0.8975
3,sweep,0.01,8,1300,0.8923
3,sweep,0.01,8,1350,0.8910
3,sweep,0.01,8,1400,0.8867
3,sweep,0.01,8,1450,0.8874
3,sweep,0.01,8,1499,0.8786
3,sweep,0.02,0,0,0.9554
3,sweep,0.02,0,50,0.9574
3,sweep,0.02,0,100,0.9538
3,sweep,0.02,0,150,0.9447
3,sweep,0.02,0,200,0.9342
3,sweep,0.02,0,250,0.9287
3,sweep,0.02,0,300,0.9193
3,sweep,0.02,0,350,0.9102
3,sweep,0.02,0,400,0.8682
3,sweep,0.02,0,450,0.8522
3,sweep,0.02,0,500,0.8535
3,sweep,0.02,0,550,0.7712
3,sweep,0.02,0,600,0.6901
3,sweep,0.02,0,650,0.5218
3,sweep,0.02,0,700,0.4157
3,sweep,0.02,0,750,0.3779
3,sweep,0.02,0,800,0.3770
3,sweep,0.02,0,850,0.3525
3,sweep,0.02,0,900,0.3031
3,sweep,0.02,0,950,0.2337
3,sweep,0.02,0,1000,0.2773
3,sweep,0.02,0,1050,0.2591
3,sweep,0.02,0,1100,0.1888
3,sweep,0.02,0,1150,0.1429
3,sweep,0.02,0,1200,0.1143
3,sweep,0.02,0,1250,0.1445
3,sweep,0.02,0,1300,0.1221
3,sweep,0.02,0,1350,0.0947
3,sweep,0.02,0,1400,0.1149
3,sweep,0.02,0,1450,0.1081
3,sweep,0.02,0,1499,0.1165
3,sweep,0.02,1,0,0.9541
3,sweep,0.02,1,50,0.9538
3,sweep,0.02,1,100,0.9538
3,sweep,0.02,1,150,0.9535
3,sweep,0.02,1,200,0.9525
3,sweep,0.02,1,250,0.9440
3,sweep,0.02,1,300,0.9424
3,sweep,0.02,1,350,0.9316
3,sweep,0.02,1,400,0.9141
3,sweep,0.02,1,450,0.8870
3,sweep,0.02,1,500,0.8818
3,sweep,0.02,1,550,0.8538
3,sweep,0.02,1,600,0.8350
3,sweep,0.02,1,650,0.8005
3,sweep,0.02,1,700,0.7347
3,sweep,0.02,1,750,0.7500
3,sweep,0.02,1,800,0.7057
3,sweep,0.02,1,850,0.5830
3,sweep,0.02,1,900,0.4629
3,sweep,0.02,1,950,0.3844
3,sweep,0.02,1,1000,0.4434
3,sweep,0.02,1,1050,0.5068
3,sweep,0.02,1,1100,0.3626
3,sweep,0.02,1,1150,0.3115
3,sweep,0.02,1,1200,0.2611
3,sweep,0.02,1,1250,0.2279
3,sweep,0.02,1,1300,0.2575
3,sweep,0.02,1,1350,0.1396
3,sweep,0.02,1,1400,0.1253
3,sweep,0.02,1,1450,0.1048
3,sweep,0.02,1,1499,0.1302
3,sweep,0.02,2,0,0.9561
3,sweep,0.02,2,50,0.9554
3,sweep,0.02,2,100,0.9570
3,sweep,0.02,2,150,0.9587
3,sweep,0.02,2,200,0.9528
3,sweep,0.02,2,250,0.9476
3,sweep,0.02,2,300,0.9424
3,sweep,0.02,2,350,0.9417
3,sweep,0.02,2,400,0.9212
3,sweep,0.02,2,450,0.9170
3,sweep,0.02,2,500,0.8835
3,sweep,0.02,2,550,0.8555
3,sweep,0.02,2,600,0.8392
3,sweep,0.02,2,650,0.8327
3,sweep,0.02,2,700,0.8105
3,sweep,0.02,2,750,0.7262
3,sweep,0.02,2,800,0.6380
3,sweep,0.02,2,850,0.6439
3,sweep,0.02,2,900,0.5830
3,sweep,0.02,2,950,0.5345
3,sweep,0.02,2,1000,0.5189
3,sweep,0.02,2,1050,0.4694
3,sweep,0.02,2,1100,0.3372
3,sweep,0.02,2,1150,0.4538
3,sweep,0.02,2,1200,0.4795
3,sweep,0.02,2,1250,0.5182
3,sweep,0.02,2,1300,0.4020
3,sweep,0.02,2,1350,0.3311
3,sweep,0.02,2,1400,0.3216
3,sweep,0.02,2,1450,0.3831
3,sweep,0.02,2,1499,0.2507
3,sweep,0.02,4,0,0.9551
3,sweep,0.02,4,50,0.9583
3,sweep,0.02,4,100,0.9577
3,sweep,0.02,4,150,0.9557
3,sweep,0.02,4,200,0.9531
3,sweep,0.02,4,250,0.9515
3,sweep,0.02,4,300,0.9447
3,sweep,0.02,4,350,0.9365
3,sweep,0.02,4,400,0.9284
3,sweep,0.02,4,450,0.9297
3,sweep,0.02,4,500,0.9040
3,sweep,0.02,4,550,0.8975
3,sweep,0.02,4,600,0.8682
3,sweep,0.02,4,650,0.8454
3,sweep,0.02,4,700,0.7907
3,sweep,0.02,4,750,0.7692
3,sweep,0.02,4,800,0.7708
3,sweep,0.02,4,850,0.7354
3,sweep,0.02,4,900,0.7282
3,sweep,0.02,4,950,0.6950
3,sweep,0.02,4,1000,0.6927
3,sweep,0.02,4,1050,0.6943
3,sweep,0.02,4,1100,0.6868
3,sweep,0.02,4,1150,0.6735
3,sweep,0.02,4,1200,0.6247
3,sweep,0.02,4,1250,0.7116
3,sweep,0.02,4,1300,0.6286
3,sweep,0.02,4,1350,0.6042
3,sweep,0.02,4,1400,0.5521
3,sweep,0.02,4,1450,0.5251
3,sweep,0.02,4,1499,0.5130
3,sweep,0.02,8,0,0.9561
3,sweep,0.02,8,50,0.9587
3,sweep,0.02,8,100,0.9577
3,sweep,0.02,8,150,0.9574
3,sweep,0.02,8,200,0.9557
3,sweep,0.02,8,250,0.9512
3,sweep,0.02,8,300,0.9492
3,sweep,0.02,8,350,0.9414
3,sweep,0.02,8,400,0.9303
3,sweep,0.02,8,450,0.9248
3,sweep,0.02,8,500,0.9206
3,sweep,0.02,8,550,0.9066
3,sweep,0.02,8,600,0.8929
3,sweep,0.02,8,650,0.8805
3,sweep,0.02,8,700,0.8665
3,sweep,0.02,8,750,0.8581
3,sweep,0.02,8,800,0.8532
3,sweep,0.02,8,850,0.8285
3,sweep,0.02,8,900,0.8203
3,sweep,0.02,8,950,0.8099
3,sweep,0.02,8,1000,0.7900
3,sweep,0.02,8,1050,0.7767
3,sweep,0.02,8,1100,0.7347
3,sweep,0.02,8,1150,0.7790
3,sweep,0.02,8,1200,0.7767
3,sweep,0.02,8,1250,0.7757
3,sweep,0.02,8,1300,0.7653
3,sweep,0.02,8,1350,0.7438
3,sweep,0.02,8,1400,0.7367
3,sweep,0.02,8,1450,0.7220
3,sweep,0.02,8,1499,0.6908
3,sweep,0.04,0,0,0.9551
3,sweep,0.04,0,50,0.9206
3,sweep,0.04,0,100,0.9297
3,sweep,0.04,0,150,0.7904
3,sweep,0.04,0,200,0.7461
3,sweep,0.04,0,250,0.4606
3,sweep,0.04,0,300,0.4030
3,sweep,0.04,0,350,0.2607
3,sweep,0.04,0,400,0.2152
3,sweep,0.04,0,450,0.1872
3,sweep,0.04,0,500,0.1777
3,sweep,0.04,0,550,0.1615
3,sweep,0.04,0,600,0.1553
3,sweep,0.04,0,650,0.0456
3,sweep,0.04,0,700,0.0801
3,sweep,0.04,0,750,0.1042
3,sweep,0.04,0,800,0.1042
3,sweep,0.04,0,850,0.1042
3,sweep,0.04,0,900,0.1042
3,sweep,0.04,0,950,0.1270
3,sweep,0.04,0,1000,0.1081
3,sweep,0.04,0,1050,0.1253
3,sweep,0.04,0,1100,0.1074
3,sweep,0.04,0,1150,0.0905
3,sweep,0.04,0,1200,0.0905
3,sweep,0.04,0,1250,0.0905
3,sweep,0.04,0,1300,0.0905
3,sweep,0.04,0,1350,0.1058
3,sweep,0.04,0,1400,0.0957
3,sweep,0.04,0,1450,0.0957
3,sweep,0.04,0,1499,0.0892
3,sweep,0.04,1,0,0.9561
3,sweep,0.04,1,50,0.9414
3,sweep,0.04,1,100,0.9408
3,sweep,0.04,1,150,0.9427
3,sweep,0.04,1,200,0.8786
3,sweep,0.04,1,250,0.7646
3,sweep,0.04,1,300,0.4749
3,sweep,0.04,1,350,0.3620
3,sweep,0.04,1,400,0.1572
3,sweep,0.04,1,450,0.1732
3,sweep,0.04,1,500,0.1715
3,sweep,0.04,1,550,0.1074
3,sweep,0.04,1,600,0.1022
3,sweep,0.04,1,650,0.1022
3,sweep,0.04,1,700,0.1022
3,sweep,0.04,1,750,0.1022
3,sweep,0.04,1,800,0.1022
3,sweep,0.04,1,850,0.1022
3,sweep,0.04,1,900,0.1022
