rep,phase,d,r,tick,acc
3,sweep,0.04,1,950,0.1022
3,sweep,0.04,1,1000,0.0869
3,sweep,0.04,1,1050,0.0534
3,sweep,0.04,1,1100,0.0833
3,sweep,0.04,1,1150,0.0960
3,sweep,0.04,1,1200,0.1022
3,sweep,0.04,1,1250,0.0986
3,sweep,0.04,1,1300,0.0986
3,sweep,0.04,1,1350,0.0986
3,sweep,0.04,1,1400,0.0986
3,sweep,0.04,1,1450,0.0986
3,sweep,0.04,1,1499,0.0986
3,sweep,0.04,2,0,0.9557
3,sweep,0.04,2,50,0.9567
3,sweep,0.04,2,100,0.9411
3,sweep,0.04,2,150,0.9290
3,sweep,0.04,2,200,0.8743
3,sweep,0.04,2,250,0.8646
3,sweep,0.04,2,300,0.6634
3,sweep,0.04,2,350,0.6497
3,sweep,0.04,2,400,0.5059
3,sweep,0.04,2,450,0.4017
3,sweep,0.04,2,500,0.2435
3,sweep,0.04,2,550,0.2607
3,sweep,0.04,2,600,0.2617
3,sweep,0.04,2,650,0.2067
3,sweep,0.04,2,700,0.2305
3,sweep,0.04,2,750,0.1875
3,sweep,0.04,2,800,0.1650
3,sweep,0.04,2,850,0.2122
3,sweep,0.04,2,900,0.1143
3,sweep,0.04,2,950,0.1292
3,sweep,0.04,2,1000,0.1149
3,sweep,0.04,2,1050,0.1133
3,sweep,0.04,2,1100,0.0804
3,sweep,0.04,2,1150,0.0661
3,sweep,0.04,2,1200,0.1133
3,sweep,0.04,2,1250,0.1133
3,sweep,0.04,2,1300,0.1133
3,sweep,0.04,2,1350,0.1133
3,sweep,0.04,2,1400,0.1133
3,sweep,0.04,2,1450,0.1133
3,sweep,0.04,2,1499,0.0986
3,sweep,0.04,4,0,0.9535
3,sweep,0.04,4,50,0.9531
3,sweep,0.04,4,100,0.9417
3,sweep,0.04,4,150,0.9378
3,sweep,0.04,4,200,0.9017
3,sweep,0.04,4,250,0.8721
3,sweep,0.04,4,300,0.8180
3,sweep,0.04,4,350,0.6800
3,sweep,0.04,4,400,0.7184
3,sweep,0.04,4,450,0.5999
3,sweep,0.04,4,500,0.6331
3,sweep,0.04,4,550,0.5902
3,sweep,0.04,4,600,0.4046
3,sweep,0.04,4,650,0.3359
3,sweep,0.04,4,700,0.1849
3,sweep,0.04,4,750,0.1051
3,sweep,0.04,4,800,0.1064
3,sweep,0.04,4,850,0.1087
3,sweep,0.04,4,900,0.1169
3,sweep,0.04,4,950,0.1237
3,sweep,0.04,4,1000,0.1393
3,sweep,0.04,4,1050,0.1439
3,sweep,0.04,4,1100,0.1084
3,sweep,0.04,4,1150,0.1598
3,sweep,0.04,4,1200,0.1133
3,sweep,0.04,4,1250,0.1133
3,sweep,0.04,4,1300,0.1133
3,sweep,0.04,4,1350,0.1133
3,sweep,0.04,4,1400,0.1133
3,sweep,0.04,4,1450,0.0918
3,sweep,0.04,4,1499,0.0508
3,sweep,0.04,8,0,0.9561
3,sweep,0.04,8,50,0.9577
3,sweep,0.04,8,100,0.9518
3,sweep,0.04,8,150,0.9362
3,sweep,0.04,8,200,0.9189
3,sweep,0.04,8,250,0.9049
3,sweep,0.04,8,300,0.8805
3,sweep,0.04,8,350,0.8431
3,sweep,0.04,8,400,0.7842
3,sweep,0.04,8,450,0.7546
3,sweep,0.04,8,500,0.7240
3,sweep,0.04,8,550,0.6738
3,sweep,0.04,8,600,0.6781
3,sweep,0.04,8,650,0.6077
3,sweep,0.04,8,700,0.6009
3,sweep,0.04,8,750,0.5299
3,sweep,0.04,8,800,0.5488
3,sweep,0.04,8,850,0.5368
3,sweep,0.04,8,900,0.4844
3,sweep,0.04,8,950,0.4720
3,sweep,0.04,8,1000,0.4567
3,sweep,0.04,8,1050,0.4229
3,sweep,0.04,8,1100,0.3743
3,sweep,0.04,8,1150,0.2786
3,sweep,0.04,8,1200,0.1582
3,sweep,0.04,8,1250,0.1257
3,sweep,0.04,8,1300,0.1133
3,sweep,0.04,8,1350,0.1133
3,sweep,0.04,8,1400,0.1133
3,sweep,0.04,8,1450,0.1133
3,sweep,0.04,8,1499,0.1133
3,sweep,0.08,0,0,0.9557
3,sweep,0.08,0,50,0.9206
3,sweep,0.08,0,100,0.5179
3,sweep,0.08,0,150,0.1569
3,sweep,0.08,0,200,0.1113
3,sweep,0.08,0,250,0.1195
3,sweep,0.08,0,300,0.1390
3,sweep,0.08,0,350,0.1042
3,sweep,0.08,0,400,0.1097
3,sweep,0.08,0,450,0.1165
3,sweep,0.08,0,500,0.0850
3,sweep,0.08,0,550,0.0840
3,sweep,0.08,0,600,0.0830
3,sweep,0.08,0,650,0.1462
3,sweep,0.08,0,700,0.1217
3,sweep,0.08,0,750,0.1016
3,sweep,0.08,0,800,0.1087
3,sweep,0.08,0,850,0.1055
3,sweep,0.08,0,900,0.1240
3,sweep,0.08,0,950,0.0872
3,sweep,0.08,0,1000,0.1208
3,sweep,0.08,0,1050,0.0664
3,sweep,0.08,0,1100,0.1068
3,sweep,0.08,0,1150,0.1335
3,sweep,0.08,0,1200,0.1217
3,sweep,0.08,0,1250,0.0970
3,sweep,0.08,0,1300,0.1048
3,sweep,0.08,0,1350,0.1263
3,sweep,0.08,0,1400,0.0602
3,sweep,0.08,0,1450,0.0788
3,sweep,0.08,0,1499,0.0814
3,sweep,0.08,1,0,0.9557
3,sweep,0.08,1,50,0.9274
3,sweep,0.08,1,100,0.7100
3,sweep,0.08,1,150,0.4108
3,sweep,0.08,1,200,0.2158
3,sweep,0.08,1,250,0.0788
3,sweep,0.08,1,300,0.1058
3,sweep,0.08,1,350,0.1488
3,sweep,0.08,1,400,0.0745
3,sweep,0.08,1,450,0.0492
3,sweep,0.08,1,500,0.1048
3,sweep,0.08,1,550,0.1022
3,sweep,0.08,1,600,0.1152
3,sweep,0.08,1,650,0.0771
3,sweep,0.08,1,700,0.0785
3,sweep,0.08,1,750,0.1058
3,sweep,0.08,1,800,0.1058
3,sweep,0.08,1,850,0.1094
3,sweep,0.08,1,900,0.1068
3,sweep,0.08,1,950,0.1462
3,sweep,0.08,1,1000,0.0830
3,sweep,0.08,1,1050,0.1341
3,sweep,0.08,1,1100,0.0785
3,sweep,0.08,1,1150,0.1042
3,sweep,0.08,1,1200,0.1042
3,sweep,0.08,1,1250,0.1279
3,sweep,0.08,1,1300,0.1159
3,sweep,0.08,1,1350,0.0970
3,sweep,0.08,1,1400,0.1012
3,sweep,0.08,1,1450,0.1051
3,sweep,0.08,1,1499,0.1042
3,sweep,0.08,2,0,0.9561
3,sweep,0.08,2,50,0.9264
3,sweep,0.08,2,100,0.7493
3,sweep,0.08,2,150,0.3587
3,sweep,0.08,2,200,0.2321
3,sweep,0.08,2,250,0.1592
3,sweep,0.08,2,300,0.1146
3,sweep,0.08,2,350,0.1204
3,sweep,0.08,2,400,0.1497
3,sweep,0.08,2,450,0.1019
3,sweep,0.08,2,500,0.1523
3,sweep,0.08,2,550,0.1367
3,sweep,0.08,2,600,0.1504
3,sweep,0.08,2,650,0.1432
3,sweep,0.08,2,700,0.1468
3,sweep,0.08,2,750,0.1602
3,sweep,0.08,2,800,0.1077
3,sweep,0.08,2,850,0.1156
3,sweep,0.08,2,900,0.1084
3,sweep,0.08,2,950,0.0889
3,sweep,0.08,2,1000,0.1058
3,sweep,0.08,2,1050,0.1208
3,sweep,0.08,2,1100,0.1061
3,sweep,0.08,2,1150,0.1455
3,sweep,0.08,2,1200,0.1227
3,sweep,0.08,2,1250,0.1068
3,sweep,0.08,2,1300,0.1631
3,sweep,0.08,2,1350,0.1006
3,sweep,0.08,2,1400,0.1172
3,sweep,0.08,2,1450,0.1592
3,sweep,0.08,2,1499,0.1644
3,sweep,0.08,4,0,0.9567
3,sweep,0.08,4,50,0.9398
3,sweep,0.08,4,100,0.8135
3,sweep,0.08,4,150,0.4170
3,sweep,0.08,4,200,0.3499
3,sweep,0.08,4,250,0.2044
3,sweep,0.08,4,300,0.1969
3,sweep,0.08,4,350,0.2038
3,sweep,0.08,4,400,0.1250
3,sweep,0.08,4,450,0.1341
3,sweep,0.08,4,500,0.1338
3,sweep,0.08,4,550,0.1305
3,sweep,0.08,4,600,0.1217
3,sweep,0.08,4,650,0.1286
3,sweep,0.08,4,700,0.1211
3,sweep,0.08,4,750,0.0846
3,sweep,0.08,4,800,0.1240
3,sweep,0.08,4,850,0.1019
3,sweep,0.08,4,900,0.1318
3,sweep,0.08,4,950,0.1234
3,sweep,0.08,4,1000,0.1230
3,sweep,0.08,4,1050,0.1325
3,sweep,0.08,4,1100,0.0947
3,sweep,0.08,4,1150,0.1442
3,sweep,0.08,4,1200,0.1087
3,sweep,0.08,4,1250,0.1133
3,sweep,0.08,4,1300,0.1133
3,sweep,0.08,4,1350,0.1562
3,sweep,0.08,4,1400,0.1139
3,sweep,0.08,4,1450,0.1289
3,sweep,0.08,4,1499,0.1299
3,sweep,0.08,8,0,0.9561
3,sweep,0.08,8,50,0.9401
3,sweep,0.08,8,100,0.8496
3,sweep,0.08,8,150,0.7311
3,sweep,0.08,8,200,0.5505
3,sweep,0.08,8,250,0.4417
3,sweep,0.08,8,300,0.2686
3,sweep,0.08,8,350,0.2363
3,sweep,0.08,8,400,0.1670
3,sweep,0.08,8,450,0.1979
3,sweep,0.08,8,500,0.1683
3,sweep,0.08,8,550,0.1488
3,sweep,0.08,8,600,0.2282
3,sweep,0.08,8,650,0.2204
3,sweep,0.08,8,700,0.2246
3,sweep,0.08,8,750,0.1491
3,sweep,0.08,8,800,0.1797
3,sweep,0.08,8,850,0.1849
3,sweep,0.08,8,900,0.1706
3,sweep,0.08,8,950,0.1396
3,sweep,0.08,8,1000,0.1553
3,sweep,0.08,8,1050,0.1989
3,sweep,0.08,8,1100,0.1833
3,sweep,0.08,8,1150,0.1660
3,sweep,0.08,8,1200,0.1582
3,sweep,0.08,8,1250,0.1224
3,sweep,0.08,8,1300,0.1240
3,sweep,0.08,8,1350,0.1025
3,sweep,0.08,8,1400,0.1230
3,sweep,0.08,8,1450,0.1725
3,sweep,0.08,8,1499,0.0986
3,sweep,0.16,0,0,0.9531
3,sweep,0.16,0,50,0.2497
3,sweep,0.16,0,100,0.1094
3,sweep,0.16,0,150,0.0882
3,sweep,0.16,0,200,0.0837
3,sweep,0.16,0,250,0.0840
3,sweep,0.16,0,300,0.1175
3,sweep,0.16,0,350,0.0889
3,sweep,0.16,0,400,0.1185
3,sweep,0.16,0,450,0.0664
3,sweep,0.16,0,500,0.0889
3,sweep,0.16,0,550,0.0980
3,sweep,0.16,0,600,0.0866
3,sweep,0.16,0,650,0.1068
3,sweep,0.16,0,700,0.0918
3,sweep,0.16,0,750,0.0960
3,sweep,0.16,0,800,0.1090
3,sweep,0.16,0,850,0.1315
3,sweep,0.16,0,900,0.1185
3,sweep,0.16,0,950,0.0957
3,sweep,0.16,0,1000,0.0895
3,sweep,0.16,0,1050,0.0713
3,sweep,0.16,0,1100,0.0833
3,sweep,0.16,0,1150,0.1061
3,sweep,0.16,0,1200,0.1081
3,sweep,0.16,0,1250,0.1117
3,sweep,0.16,0,1300,0.1299
3,sweep,0.16,0,1350,0.1058
3,sweep,0.16,0,1400,0.0824
3,sweep,0.16,0,1450,0.1084
3,sweep,0.16,0,1499,0.1019
3,sweep,0.16,1,0,0.9548
3,sweep,0.16,1,50,0.2982
3,sweep,0.16,1,100,0.1432
3,sweep,0.16,1,150,0.1755
3,sweep,0.16,1,200,0.1064
3,sweep,0.16,1,250,0.1497
3,sweep,0.16,1,300,0.0677
3,sweep,0.16,1,350,0.1536
3,sweep,0.16,1,400,0.1849
3,sweep,0.16,1,450,0.1266
3,sweep,0.16,1,500,0.1426
3,sweep,0.16,1,550,0.1797
3,sweep,0.16,1,600,0.1836
3,sweep,0.16,1,650,0.2487
3,sweep,0.16,1,700,0.2679
3,sweep,0.16,1,750,0.2445
3,sweep,0.16,1,800,0.2926
3,sweep,0.16,1,850,0.1960
3,sweep,0.16,1,900,0.3311
3,sweep,0.16,1,950,0.2959
3,sweep,0.16,1,1000,0.3597
3,sweep,0.16,1,1050,0.4284
3,sweep,0.16,1,1100,0.4440
3,sweep,0.16,1,1150,0.4798
3,sweep,0.16,1,1200,0.4782
3,sweep,0.16,1,1250,0.4840
3,sweep,0.16,1,1300,0.4697
3,sweep,0.16,1,1350,0.5378
3,sweep,0.16,1,1400,0.5371
3,sweep,0.16,1,1450,0.4460
3,sweep,0.16,1,1499,0.5059
3,sweep,0.16,2,0,0.9554
3,sweep,0.16,2,50,0.4359
3,sweep,0.16,2,100,0.1797
3,sweep,0.16,2,150,0.1589
3,sweep,0.16,2,200,0.1208
3,sweep,0.16,2,250,0.1370
3,sweep,0.16,2,300,0.1364
3,sweep,0.16,2,350,0.1393
3,sweep,0.16,2,400,0.1471
3,sweep,0.16,2,450,0.1455
3,sweep,0.16,2,500,0.1810
3,sweep,0.16,2,550,0.2067
3,sweep,0.16,2,600,0.2526
3,sweep,0.16,2,650,0.2904
3,sweep,0.16,2,700,0.2799
3,sweep,0.16,2,750,0.3317
3,sweep,0.16,2,800,0.4046
3,sweep,0.16,2,850,0.3893
3,sweep,0.16,2,900,0.4424
3,sweep,0.16,2,950,0.4648
3,sweep,0.16,2,1000,0.5225
3,sweep,0.16,2,1050,0.5511
3,sweep,0.16,2,1100,0.5176
3,sweep,0.16,2,1150,0.5853
3,sweep,0.16,2,1200,0.5674
3,sweep,0.16,2,1250,0.5876
3,sweep,0.16,2,1300,0.6081
3,sweep,0.16,2,1350,0.6270
3,sweep,0.16,2,1400,0.5778
3,sweep,0.16,2,1450,0.6325
3,sweep,0.16,2,1499,0.5918
3,sweep,0.16,4,0,0.9551
3,sweep,0.16,4,50,0.4512
3,sweep,0.16,4,100,0.1530
3,sweep,0.16,4,150,0.1217
3,sweep,0.16,4,200,0.1823
3,sweep,0.16,4,250,0.1556
3,sweep,0.16,4,300,0.1380
3,sweep,0.16,4,350,0.2178
3,sweep,0.16,4,400,0.2178
3,sweep,0.16,4,450,0.2402
3,sweep,0.16,4,500,0.2464
3,sweep,0.16,4,550,0.2835
3,sweep,0.16,4,600,0.3216
3,sweep,0.16,4,650,0.3727
3,sweep,0.16,4,700,0.4219
3,sweep,0.16,4,750,0.4694
3,sweep,0.16,4,800,0.4844
3,sweep,0.16,4,850,0.5042
3,sweep,0.16,4,900,0.5798
3,sweep,0.16,4,950,0.5931
3,sweep,0.16,4,1000,0.5579
3,sweep,0.16,4,1050,0.6211
3,sweep,0.16,4,1100,0.6038
3,sweep,0.16,4,1150,0.6439
3,sweep,0.16,4,1200,0.6442
3,sweep,0.16,4,1250,0.6611
3,sweep,0.16,4,1300,0.6813
3,sweep,0.16,4,1350,0.6589
3,sweep,0.16,4,1400,0.7012
3,sweep,0.16,4,1450,0.6794
3,sweep,0.16,4,1499,0.7204
3,sweep,0.16,8,0,0.9567
3,sweep,0.16,8,50,0.5716
3,sweep,0.16,8,100,0.1976
3,sweep,0.16,8,150,0.2093
3,sweep,0.16,8,200,0.2087
3,sweep,0.16,8,250,0.2480
3,sweep,0.16,8,300,0.3242
3,sweep,0.16,8,350,0.3187
3,sweep,0.16,8,400,0.2985
3,sweep,0.16,8,450,0.3268
3,sweep,0.16,8,500,0.3890
3,sweep,0.16,8,550,0.3669
3,sweep,0.16,8,600,0.4242
3,sweep,0.16,8,650,0.4430
3,sweep,0.16,8,700,0.4590
3,sweep,0.16,8,750,0.5407
3,sweep,0.16,8,800,0.5830
3,sweep,0.16,8,850,0.5592
3,sweep,0.16,8,900,0.5830
3,sweep,0.16,8,950,0.6510
3,sweep,0.16,8,1000,0.6436
3,sweep,0.16,8,1050,0.6859
3,sweep,0.16,8,1100,0.7227
3,sweep,0.16,8,1150,0.6348
3,sweep,0.16,8,1200,0.6852
3,sweep,0.16,8,1250,0.7233
3,sweep,0.16,8,1300,0.7568
3,sweep,0.16,8,1350,0.7715
3,sweep,0.16,8,1400,0.7832
3,sweep,0.16,8,1450,0.7777
3,sweep,0.16,8,1499,0.7686
3,prelude,0.02,4,0,0.9551
3,prelude,0.02,4,50,0.9570
3,prelude,0.02,4,100,0.9554
3,prelude,0.02,4,150,0.9544
3,prelude,0.02,4,200,0.9531
3,prelude,0.02,4,250,0.9489
3,prelude,0.02,4,300,0.9414
3,prelude,0.02,4,350,0.9378
3,prelude,0.02,4,400,0.9336
3,prelude,0.02,4,450,0.9271
3,prelude,0.02,4,500,0.8994
3,prelude,0.02,4,550,0.8877
3,prelude,0.02,4,600,0.8730
3,prelude,0.02,4,650,0.8577
3,prelude,0.02,4,700,0.8486
3,prelude,0.02,4,750,0.8454
3,prelude,0.02,4,800,0.8177
3,prelude,0.02,4,850,0.8076
3,prelude,0.02,4,900,0.7897
3,prelude,0.02,4,950,0.7552
3,prelude,0.02,4,1000,0.7246
3,prelude,0.02,4,1050,0.6807
3,prelude,0.02,4,1100,0.7002
3,prelude,0.02,4,1150,0.7015
3,prelude,0.02,4,1200,0.6393
3,prelude,0.02,4,1250,0.5837
3,prelude,0.02,4,1300,0.6169
3,prelude,0.02,4,1350,0.6305
3,prelude,0.02,4,1400,0.6328
3,prelude,0.02,4,1450,0.6257
3,prelude,0.02,4,1499,0.6016
3,starve,0.02,0,0,0.5973
3,starve,0.02,0,2,0.5824
3,starve,0.02,0,4,0.5765
3,starve,0.02,0,6,0.5755
3,starve,0.02,0,8,0.5680
3,starve,0.02,0,10,0.5674
3,starve,0.02,0,12,0.5407
3,starve,0.02,0,14,0.5589
3,starve,0.02,0,16,0.5658
3,starve,0.02,0,18,0.5661
3,starve,0.02,0,20,0.5566
3,starve,0.02,0,22,0.5452
3,starve,0.02,0,24,0.5498
3,recover,0.02,4,0,0.5566
3,recover,0.02,4,50,0.4889
3,recover,0.02,4,100,0.5127
3,recover,0.02,4,150,0.5508
3,recover,0.02,4,200,0.4840
3,recover,0.02,4,250,0.4619
3,recover,0.02,4,300,0.4281
3,recover,0.02,4,350,0.4219
3,recover,0.02,4,400,0.3799
3,recover,0.02,4,450,0.3851
3,recover,0.02,4,500,0.3252
3,recover,0.02,4,550,0.3268
3,recover,0.02,4,600,0.2751
3,recover,0.02,4,650,0.1253
3,recover,0.02,4,700,0.1318
3,recover,0.02,4,750,0.1185
3,recover,0.02,4,800,0.1025
3,recover,0.02,4,850,0.1022
3,recover,0.02,4,900,0.1022
3,recover,0.02,4,950,0.1973
3,recover,0.02,4,1000,0.1260
3,recover,0.02,4,1050,0.1364
3,recover,0.02,4,1100,0.1133
3,recover,0.02,4,1150,0.1133
3,recover,0.02,4,1200,0.1133
3,recover,0.02,4,1250,0.1133
3,recover,0.02,4,1300,0.1133
3,recover,0.02,4,1350,0.1133
3,recover,0.02,4,1400,0.1133
3,recover,0.02,4,1450,0.1133
3,recover,0.02,4,1499,0.1133
3,recovery_summary,0.02,4,25,0.5839|0.1133
3,starve,0.02,0,0,0.5951
3,starve,0.02,0,5,0.5719
3,starve,0.02,0,10,0.5837
3,starve,0.02,0,15,0.5700
3,starve,0.02,0,20,0.5465
3,starve,0.02,0,25,0.5674
3,starve,0.02,0,30,0.5661
3,starve,0.02,0,35,0.5485
3,starve,0.02,0,40,0.5469
3,starve,0.02,0,45,0.5192
3,starve,0.02,0,49,0.5391
3,recover,0.02,4,0,0.5384
3,recover,0.02,4,50,0.5898
3,recover,0.02,4,100,0.5762
3,recover,0.02,4,150,0.4951
3,recover,0.02,4,200,0.4186
3,recover,0.02,4,250,0.4170
3,recover,0.02,4,300,0.4697
3,recover,0.02,4,350,0.4150
3,recover,0.02,4,400,0.3236
3,recover,0.02,4,450,0.3304
3,recover,0.02,4,500,0.3053
3,recover,0.02,4,550,0.1810
3,recover,0.02,4,600,0.1195
3,recover,0.02,4,650,0.1133
3,recover,0.02,4,700,0.1133
3,recover,0.02,4,750,0.1133
3,recover,0.02,4,800,0.1133
3,recover,0.02,4,850,0.1133
3,recover,0.02,4,900,0.1133
3,recover,0.02,4,950,0.1133
3,recover,0.02,4,1000,0.1133
3,recover,0.02,4,1050,0.1133
3,recover,0.02,4,1100,0.1133
3,recover,0.02,4,1150,0.1133
3,recover,0.02,4,1200,0.1133
3,recover,0.02,4,1250,0.1133
3,recover,0.02,4,1300,0.1133
3,recover,0.02,4,1350,0.1133
3,recover,0.02,4,1400,0.1133
3,recover,0.02,4,1450,0.1133
3,recover,0.02,4,1499,0.1133
3,recovery_summary,0.02,4,50,0.5701|0.1133
3,starve,0.02,0,0,0.6104
3,starve,0.02,0,10,0.5736
3,starve,0.02,0,20,0.5824
3,starve,0.02,0,30,0.5778
3,starve,0.02,0,40,0.5098
3,starve,0.02,0,50,0.5033
3,starve,0.02,0,60,0.4613
3,starve,0.02,0,70,0.4424
3,starve,0.02,0,80,0.4010
3,starve,0.02,0,90,0.3949
3,starve,0.02,0,99,0.3278
3,recover,0.02,4,0,0.3262
3,recover,0.02,4,50,0.2809
3,recover,0.02,4,100,0.3346
3,recover,0.02,4,150,0.3812
3,recover,0.02,4,200,0.3831
3,recover,0.02,4,250,0.3187
3,recover,0.02,4,300,0.3564
3,recover,0.02,4,350,0.2712
3,recover,0.02,4,400,0.2279
3,recover,0.02,4,450,0.1221
3,recover,0.02,4,500,0.1149
3,recover,0.02,4,550,0.1133
3,recover,0.02,4,600,0.1133
3,recover,0.02,4,650,0.1133
3,recover,0.02,4,700,0.1133
3,recover,0.02,4,750,0.1022
3,recover,0.02,4,800,0.1022
3,recover,0.02,4,850,0.1022
3,recover,0.02,4,900,0.1022
3,recover,0.02,4,950,0.1022
3,recover,0.02,4,1000,0.1022
3,recover,0.02,4,1050,0.1022
3,recover,0.02,4,1100,0.1022
3,recover,0.02,4,1150,0.1133
3,recover,0.02,4,1200,0.1133
3,recover,0.02,4,1250,0.1133
3,recover,0.02,4,1300,0.1133
3,recover,0.02,4,1350,0.1133
3,recover,0.02,4,1400,0.1133
3,recover,0.02,4,1450,0.1133
3,recover,0.02,4,1499,0.1022
3,recovery_summary,0.02,4,100,0.3270|0.1022
3,starve,0.02,0,0,0.6081
3,starve,0.02,0,20,0.5505
3,starve,0.02,0,40,0.5267
3,starve,0.02,0,60,0.5166
3,starve,0.02,0,80,0.5273
3,starve,0.02,0,100,0.5488
3,starve,0.02,0,120,0.5221
3,starve,0.02,0,140,0.4635
3,starve,0.02,0,160,0.5033
3,starve,0.02,0,180,0.4603
3,starve,0.02,0,199,0.4899
3,recover,0.02,4,0,0.4990
3,recover,0.02,4,50,0.3997
3,recover,0.02,4,100,0.3571
3,recover,0.02,4,150,0.3014
3,recover,0.02,4,200,0.2471
3,recover,0.02,4,250,0.1605
3,recover,0.02,4,300,0.1143
3,recover,0.02,4,350,0.1133
3,recover,0.02,4,400,0.1133
3,recover,0.02,4,450,0.1133
3,recover,0.02,4,500,0.1133
3,recover,0.02,4,550,0.1133
3,recover,0.02,4,600,0.1133
3,recover,0.02,4,650,0.1133
3,recover,0.02,4,700,0.2168
3,recover,0.02,4,750,0.1169
3,recover,0.02,4,800,0.1133
3,recover,0.02,4,850,0.1133
3,recover,0.02,4,900,0.1133
3,recover,0.02,4,950,0.1133
3,recover,0.02,4,1000,0.1133
3,recover,0.02,4,1050,0.1133
3,recover,0.02,4,1100,0.1133
3,recover,0.02,4,1150,0.1133
3,recover,0.02,4,1200,0.1133
3,recover,0.02,4,1250,0.1133
3,recover,0.02,4,1300,0.1133
3,recover,0.02,4,1350,0.1133
3,recover,0.02,4,1400,0.1133
3,recover,0.02,4,1450,0.1133
3,recover,0.02,4,1499,0.1022
3,recovery_summary,0.02,4,200,0.4935|0.1022
3,starve,0.02,0,0,0.5977
3,starve,0.02,0,40,0.5723
3,starve,0.02,0,80,0.4893
3,starve,0.02,0,120,0.4984
3,starve,0.02,0,160,0.5420
3,starve,0.02,0,200,0.4196
3,starve,0.02,0,240,0.3691
3,starve,0.02,0,280,0.3333
3,starve,0.02,0,320,0.3607
3,starve,0.02,0,360,0.3496
3,starve,0.02,0,399,0.2383
3,recover,0.02,4,0,0.2344
3,recover,0.02,4,50,0.2614
3,recover,0.02,4,100,0.2965
3,recover,0.02,4,150,0.1976
3,recover,0.02,4,200,0.1133
3,recover,0.02,4,250,0.1133
3,recover,0.02,4,300,0.1133
3,recover,0.02,4,350,0.1133
3,recover,0.02,4,400,0.1133
3,recover,0.02,4,450,0.1133
3,recover,0.02,4,500,0.1133
3,recover,0.02,4,550,0.1133
3,recover,0.02,4,600,0.1133
3,recover,0.02,4,650,0.1133
3,recover,0.02,4,700,0.1133
3,recover,0.02,4,750,0.1133
3,recover,0.02,4,800,0.1133
3,recover,0.02,4,850,0.1133
3,recover,0.02,4,900,0.1133
3,recover,0.02,4,950,0.1133
3,recover,0.02,4,1000,0.1133
3,recover,0.02,4,1050,0.1133
3,recover,0.02,4,1100,0.1133
3,recover,0.02,4,1150,0.1133
3,recover,0.02,4,1200,0.1133
3,recover,0.02,4,1250,0.1133
3,recover,0.02,4,1300,0.1133
3,recover,0.02,4,1350,0.1133
3,recover,0.02,4,1400,0.1133
3,recover,0.02,4,1450,0.1133
3,recover,0.02,4,1499,0.1133
3,recovery_summary,0.02,4,400,0.2728|0.1133
3,starve,0.02,0,0,0.6048
3,starve,0.02,0,80,0.5430
3,starve,0.02,0,160,0.4245
3,starve,0.02,0,240,0.2734
3,starve,0.02,0,320,0.2985
3,starve,0.02,0,400,0.3288
3,starve,0.02,0,480,0.1751
3,starve,0.02,0,560,0.1058
3,starve,0.02,0,640,0.2152
3,starve,0.02,0,720,0.1670
3,starve,0.02,0,799,0.1696
3,recover,0.02,4,0,0.1738
3,recover,0.02,4,50,0.1341
3,recover,0.02,4,100,0.1416
3,recover,0.02,4,150,0.1136
3,recover,0.02,4,200,0.1133
3,recover,0.02,4,250,0.1133
3,recover,0.02,4,300,0.1133
3,recover,0.02,4,350,0.1133
3,recover,0.02,4,400,0.1133
3,recover,0.02,4,450,0.1133
3,recover,0.02,4,500,0.1133
3,recover,0.02,4,550,0.1133
3,recover,0.02,4,600,0.1133
3,recover,0.02,4,650,0.1133
3,recover,0.02,4,700,0.1133
3,recover,0.02,4,750,0.1022
3,recover,0.02,4,800,0.1022
3,recover,0.02,4,850,0.1022
3,recover,0.02,4,900,0.1022
3,recover,0.02,4,950,0.1022
3,recover,0.02,4,1000,0.1133
3,recover,0.02,4,1050,0.1133
3,recover,0.02,4,1100,0.1133
3,recover,0.02,4,1150,0.1133
3,recover,0.02,4,1200,0.1133
3,recover,0.02,4,1250,0.1133
3,recover,0.02,4,1300,0.1133
3,recover,0.02,4,1350,0.1133
3,recover,0.02,4,1400,0.1133
3,recover,0.02,4,1450,0.1133
3,recover,0.02,4,1499,0.1133
3,recovery_summary,0.02,4,800,0.1514|0.1133
3,starve,0.02,0,0,0.6188
3,starve,0.02,0,160,0.4059
3,starve,0.02,0,320,0.2240
3,starve,0.02,0,480,0.1956
3,starve,0.02,0,640,0.1976
3,starve,0.02,0,800,0.1188
3,starve,0.02,0,960,0.1068
3,starve,0.02,0,1120,0.1292
3,starve,0.02,0,1280,0.1133
3,starve,0.02,0,1440,0.0788
3,starve,0.02,0,1599,0.0934
3,recover,0.02,4,0,0.0934
3,recover,0.02,4,50,0.1133
3,recover,0.02,4,100,0.1133
3,recover,0.02,4,150,0.1133
3,recover,0.02,4,200,0.1133
3,recover,0.02,4,250,0.1133
3,recover,0.02,4,300,0.1133
3,recover,0.02,4,350,0.1133
3,recover,0.02,4,400,0.1133
3,recover,0.02,4,450,0.1133
3,recover,0.02,4,500,0.1133
3,recover,0.02,4,550,0.1133
3,recover,0.02,4,600,0.1133
3,recover,0.02,4,650,0.1133
3,recover,0.02,4,700,0.1133
3,recover,0.02,4,750,0.1133
3,recover,0.02,4,800,0.1133
3,recover,0.02,4,850,0.1133
3,recover,0.02,4,900,0.1133
